id,Title,Batch,Transcript,Allocation,Content,biografy,vimeo_promo_id,vimeo_description,Service Types,Project Types,Tags,related_videos
2138.0,George Floyd,1,0,Train/Eval,,George Floyd was a [LSA ] Leading Stores Assistant on the frigate HMS Loring. ,90098683.0,,Navy,The Veterans' video archive|Keeping Britain Afloat,Role>Cook|Role>Chatham Rating|War/Conflict>WWII|Miscellaneous>Ship Duties - Atlantic Patrols|Battles>Ship - Russian / Arctic Convoys|Places>England - Chatham|Vehicles>Motor Launch|Service Type>Navy|Role>LSA (Leading Stores Assistant)|Places>Russia - Murmansk|Miscellaneous>Naval - Burial at Sea|Miscellaneous>Description - Job Role|Miscellaneous>Incident|Vehicles>HMS Loring,"a:5:{i:0;s:4:""2141"";i:1;s:4:""2142"";i:2;s:4:""2143"";i:3;s:4:""2144"";i:4;s:4:""2145"";}"
2202.0,Harry Allen,1,0,Train/Eval,,Harry Allen was a boy sailor when he joined HMS Jamaica. He sailed on the Russian Convoys and recalls the battle with the Scharnhorst.,93460950.0,,Navy,The Veterans' video archive|Keeping Britain Afloat,Miscellaneous>Description - Ship / Sub|Places>Scapa Flow|Miscellaneous>Naval Convoy|Miscellaneous>Naval Convoy - 55A|Miscellaneous>Naval Convoy - 55B|Miscellaneous>Naval Convoy - JW 54B|Places>RNTS - HMS Defiance|Battles>Ship - Russian / Arctic Convoys|Miscellaneous>Training|War/Conflict>WWII|Role>Boy Seaman|Miscellaneous>Conditions - Weather|Miscellaneous>Description - Job Role|Miscellaneous>Naval Actions - Naval Battle|Places>England - Margate|Miscellaneous>Incident|Miscellaneous>Life - Pre Service|Role>LTO (Leading Torpedoman)|Service Type>Navy|Vehicles>Scharnhorst|Places>England|Places>England - Plymouth|Vehicles>HMS Jamaica,"a:7:{i:0;s:4:""2205"";i:1;s:4:""2206"";i:2;s:4:""2207"";i:3;s:4:""2208"";i:4;s:4:""2209"";i:5;s:4:""2210"";i:6;s:4:""2211"";}"
3038.0,Jack Madders,1,0,Train/Eval,,,116178461.0,"Jack Madders provides a fabulously detailed account of his Royal Naval service. He was a Portsmouth Rating and was trained and qualified as a Leading Signalman. Interestingly, he served both on ships and submarines. ",Navy,The Veterans' video archive|Keeping Britain Afloat,,"a:11:{i:0;s:4:""3041"";i:1;s:4:""3042"";i:2;s:4:""3043"";i:3;s:4:""3044"";i:4;s:4:""3045"";i:5;s:4:""3046"";i:6;s:4:""3047"";i:7;s:4:""3048"";i:8;s:4:""3049"";i:9;s:4:""3050"";i:10;s:4:""3051"";}"
2104.0,Jack Thomas,1,0,Train/Eval,,Jack Thomas provides a brilliant account of his service as a Fleet Air Arm pilot with 836 Squadron. He survived numerous crashes and a terrifying loss.,90101407.0,"You know you're in the presence of someone with a good story when he says, ""I came out of the turn not knowing which way I was heading. The sky was grey, the sea was grey and we don't know how we're going to get back to the convoy""",Navy,Keeping Britain Afloat|The Veterans' video archive,Miscellaneous>First - Flight|Vehicles>Fairey Swordfish|Places>England - Durham|Places>England|Miscellaneous>Description - Ship / Sub|Miscellaneous>Description - Job Role|Miscellaneous>Training|Miscellaneous>Description - Aircraft|Vehicles>HMS Alexia|Regiment / Squadron>Fleet Air Arm|Vehicles>Tiger Moth|Miscellaneous>Incident|Miscellaneous>Training - Flight|Role>Pilot|Regiment / Squadron>No 31 Service Flying Training School|Service Type>Navy|Vehicles>Merchant Aircraft Carrier|Miscellaneous>Incident - Crash|Places>RNAS - Inskip (HMS Nightjar)|Battles>Ship - Russian / Arctic Convoys|War/Conflict>WWII|Regiment / Squadron>836 Squadron FAA|Places>United Kingdom|Miscellaneous>VE Day|Places>America|Places>America - New York|Places>Canada|Places>Canada - Kingston|Miscellaneous>Conditions - Weather|Vehicles>HMS Campania|Vehicles>De Havilland - Harvard|Battles>Ship - Atlantic Convoys|Miscellaneous>Naval Convoy - JW 61A|Miscellaneous>Naval Actions - Anti Sub Patrol|Places>RNAS - Lee-on-Solent (HMS Daedalus)|Places>Russia - Murmansk|Places>RAF Sealand|Miscellaneous>Naval Convoy,"a:10:{i:0;s:4:""2108"";i:1;s:4:""2109"";i:2;s:4:""2110"";i:3;s:4:""2111"";i:4;s:4:""2112"";i:5;s:4:""2113"";i:6;s:4:""2114"";i:7;s:4:""2115"";i:8;s:4:""2116"";i:9;s:4:""2117"";}"
2188.0,James Pitts,1,0,Train/Eval,,James Pitts provides a fascinating and detailed account of his life as an Fleet Air Arm Air Gunner with 856 Squadron. He survived numerous crashes...,93461282.0,,Navy,Keeping Britain Afloat|The Veterans' video archive,Miscellaneous>Training - Basic / Initial|War/Conflict>WWII|Miscellaneous>VE Day|Miscellaneous>First - Operation|Miscellaneous>Incident|Miscellaneous>Incident - Crash|Service Type>Navy|Places>Northern Ireland|Vehicles>Grumman - Avenger|Battles>Ship - Russian / Arctic Convoys|Vehicles>HMS Premier|Regiment / Squadron>Fleet Air Arm|Vehicles>Fairey Swordfish|Role>Petty Officer|Regiment / Squadron>856 Squadron FAA|Role>Air Gunner|Places>Norway|Places>Canada|Miscellaneous>Conditions|Miscellaneous>Description - Aircraft|Miscellaneous>Description - Ship / Sub|Places>England - HMS Royal Arthur (Stone Frigate)|Places>England - HMS St Vincent (SF)|Miscellaneous>First - Flight|Miscellaneous>Training|Places>Scotland - Machrihanish,"a:11:{i:0;s:4:""2191"";i:1;s:4:""2192"";i:2;s:4:""2193"";i:3;s:4:""2194"";i:4;s:4:""2195"";i:5;s:4:""2196"";i:6;s:4:""2197"";i:7;s:4:""2198"";i:8;s:4:""2199"";i:9;s:4:""2200"";i:10;s:4:""2201"";}"
3270.0,Jean Watson,1,0,Train/Eval,,Jean Watson gives a good account of her time in the Women’s Royal Naval Service [WRNS]. She worked in Supply at Naval bases in Scotland and Ireland.,,Jean Watson gives a good account of her time in the Women’s Royal Naval Service [WRNS]. She worked in Supply at Naval bases in Scotland and Ireland.,Navy,Keeping Britain Afloat|The Secret War|The Veterans' video archive,,"a:4:{i:0;s:4:""3273"";i:1;s:4:""3274"";i:2;s:4:""3275"";i:3;s:4:""3276"";}"
2563.0,Joan Manuel,1,0,Train/Eval,,Joan Manuel provides an entertaining account of her service as a Writer for the Women’s Royal Navy Service [WRNS]. She joined in 1943 and was soon shipped to Alexandria in Egypt.,107398592.0,"In this short extract from her interview, Joan reflects on the change in society between then and now.",Navy,Keeping Britain Afloat|The Veterans' video archive,,"a:7:{i:0;s:4:""2566"";i:1;s:4:""2567"";i:2;s:4:""2568"";i:3;s:4:""2569"";i:4;s:4:""2570"";i:5;s:4:""2571"";i:6;s:4:""2572"";}"
2338.0,John Edwards,1,0,Train/Eval,,John Edwards gives a great account of his 5 years as an apprentice in the merchant navy.,93460272.0,John Edwards gives a great account of his 5 years as an apprentice in the merchant navy.,Civilian,Keeping Britain Afloat,Miscellaneous>First - Ship|Vehicles>MV Trentbank|Miscellaneous>Incident|Miscellaneous>Incident - Ship Sank|Places>Japan|Vehicles>Liberty Ship|Miscellaneous>Life - Pre Service|Vehicles>MV Forresbank|Miscellaneous>Description - Ship Role|Role>Apprentice|Service Type>Merchant Navy|Role>Second Mate|Places>The Far East|Miscellaneous>Training|Miscellaneous>Wartime - Evacuee|War/Conflict>WWII|Miscellaneous>Description - Ship / Sub|Battles>Operation - Torch|Miscellaneous>Naval - Ship Cargo,"a:8:{i:0;s:4:""2341"";i:1;s:4:""2342"";i:2;s:4:""2343"";i:3;s:4:""2344"";i:4;s:4:""2345"";i:5;s:4:""2346"";i:6;s:4:""2347"";i:7;s:4:""2348"";}"
2661.0,John Seares,1,0,Train/Eval,,"John Seares talks in detail about his service onboard the Royal Navy light cruiser, HMS Belfast. It’s a fascinating account that features Arctic Convoys and the ship’s involvement on D-Day.  John has some amazing photos of the Belfast in the frozen arctic. ",116177876.0,"In this short extract from his interview, John talks about his action stations onboard HMS Belfast on an Arctic convoy.",Navy,Keeping Britain Afloat|The Veterans' video archive,,"a:7:{i:0;s:4:""2664"";i:1;s:4:""2665"";i:2;s:4:""2666"";i:3;s:4:""2667"";i:4;s:4:""2668"";i:5;s:4:""2669"";i:6;s:4:""2670"";}"
2443.0,Jonni Berfield,1,0,Train/Eval,,Jonni Berfield was a coder for the Royal Navy. She was working in Plymouth when the Scharnhorst was sunk and recalls the final signals received.,100389444.0,Jonni also appeared on the Great British Menu!,Navy,The Veterans' video archive|Keeping Britain Afloat,Miscellaneous>Incident|Places>England - Plymouth|Miscellaneous>Life - Pre Service|Vehicles>The Monarch of Bermuda|Miscellaneous>Training - Basic / Initial|Miscellaneous>Training - Trade|Miscellaneous>Wartime - Evacuee|Service Type>Womens Royal Naval Service|Role>WREN|War/Conflict>WWII|Role>Codebreaker|Places>England - HMS Cabbala (SF)|Places>England - London|Places>England - Dartmouth,"a:7:{i:0;s:4:""2446"";i:1;s:4:""2447"";i:2;s:4:""2448"";i:3;s:4:""2449"";i:4;s:4:""2450"";i:5;s:4:""2451"";i:6;s:4:""2452"";}"
2288.0,Margery Draper,1,0,Train/Eval,,Margery gives an outstanding account of her wartime memories. She was incredibly fortunate to survive the Devonport blitz ,103981794.0,"""Margery recalls the Devonport blitz, ""we saw these flames coming up and almost simultaneously these planes came over and a bomb dropped to the front of our flat and to the back, it was horrific"".",Navy,The Veterans' video archive|Keeping Britain Afloat,Role>WREN|Role>Steward|Service Type>Womens Royal Naval Service|War/Conflict>WWII|Regiment / Squadron>Air Raid Precautions|Places>England|Places>England - Plymouth|Miscellaneous>Incident|Miscellaneous>Life - Pre Service,"a:9:{i:0;s:4:""2292"";i:1;s:4:""2293"";i:2;s:4:""2294"";i:3;s:4:""2295"";i:4;s:4:""2296"";i:5;s:4:""2297"";i:6;s:4:""2298"";i:7;s:4:""2299"";i:8;s:4:""2300"";}"
2453.0,Pat Jarvis,1,0,Train/Eval,,When war broke out there was only ever going to be one service for Pat Jarvis. ,100043007.0,"In this short extract from her interview, Pat details her work in communcations.",Navy,The Veterans' video archive|Keeping Britain Afloat,Miscellaneous>Incident|Miscellaneous>Life - Childhood|Miscellaneous>Life - Pre Service|Places>England - Portsmouth|Places>England - Barrow-in-Furness|Role>Telephonist|Battles>The Blitz|Service Type>Womens Royal Naval Service|Role>WREN|War/Conflict>WWII|Miscellaneous>Description - Job Role,"a:7:{i:0;s:4:""2456"";i:1;s:4:""2457"";i:2;s:4:""2458"";i:3;s:4:""2459"";i:4;s:4:""2460"";i:5;s:4:""2461"";i:6;s:4:""2462"";}"
,Sidney Ives,1,0,Train/Eval,,,,,,,,
2229.0,William Jenkins,1,0,Train/Eval,,"William Jenkins gives a true sailors account of his service at sea onboard HMS Emerald. Rude, with plenty of humour and bad language it's both hilarious and brutal...",93485906.0,"In true sailors language, William recalls the ship's parrot. It's an hilarious account.",Navy,The Veterans' video archive|Keeping Britain Afloat,Service Type>Navy|Vehicles>HMS Arethuse|Vehicles>HMS Emerald|Vehicles>HMS Musketeer|Miscellaneous>Incident|Miscellaneous>Life - Pre Service|Miscellaneous>Description - Ship Role|Places>England - Chatham Dockyard|Places>The Far East|Role>Chatham Rating|Miscellaneous>Naval Actions - Naval Battle|Role>Stoker|War/Conflict>WWII|Places>Russia|Battles>Ship - Russian / Arctic Convoys|Places>South Africa - Durban,"a:10:{i:0;s:4:""2232"";i:1;s:4:""2233"";i:2;s:4:""2234"";i:3;s:4:""2235"";i:4;s:4:""2236"";i:5;s:4:""2237"";i:6;s:4:""2238"";i:7;s:4:""2239"";i:8;s:4:""2240"";i:9;s:4:""2241"";}"
